,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
738,,,"Klein, Benjamin Lerner, Andres V. Murphy, Kevin M.",10.1257/000282802320189258,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189258,2002/05,"The Economics of Copyright ""Fair Use"" in a Networked World",https://www.aeaweb.org/articles?id=10.1257/000282802320189258,2002.0,87
739,,,"Jovanovic, Boyan Rousseau, Peter L.",10.1257/000282802320189249,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189249,2002/05,The Q-Theory of Mergers,https://www.aeaweb.org/articles?id=10.1257/000282802320189249,2002.0,88
740,,,"Yorukoglu, Mehmet",10.1257/000282802320189230,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189230,2002/05,The Decline of Cities and Inequality,https://www.aeaweb.org/articles?id=10.1257/000282802320189230,2002.0,89
741,,,"Agarwal, Rajshree Gort, Michael",10.1257/000282802320189221,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189221,2002/05,Firm and Product Life Cycles and Firm Survival,https://www.aeaweb.org/articles?id=10.1257/000282802320189221,2002.0,90
742,,,"Bhagwati, Jagdish Srinivasan T. N.",10.1257/000282802320189212,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189212,2002/05,Trade and Poverty in the Poor Countries,https://www.aeaweb.org/articles?id=10.1257/000282802320189212,2002.0,91
743,,,"Panagariya, Arvind",10.1257/000282802320189203,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189203,2002/05,Cost of Protection: Where Do We Stand?,https://www.aeaweb.org/articles?id=10.1257/000282802320189203,2002.0,92
744,,,"Davis, Donald R. Weinstein, David E.",10.1257/000282802320189195,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189195,2002/05,The Mystery of the Excess Trade (Balances),https://www.aeaweb.org/articles?id=10.1257/000282802320189195,2002.0,93
745,,,"Irwin, Douglas A.",10.1257/000282802320189186,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189186,2002/05,Interpreting the Tariff-Growth Correlation of the Late 19th Century,https://www.aeaweb.org/articles?id=10.1257/000282802320189186,2002.0,94
746,,,"Gollin, Douglas Parente, Stephen Rogerson, Richard",10.1257/000282802320189177,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189177,2002/05,The Role of Agriculture in Development,https://www.aeaweb.org/articles?id=10.1257/000282802320189177,2002.0,95
747,,,"Greenwood, Jeremy Seshadri, Ananth",10.1257/000282802320189168,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189168,2002/05,The U.S. Demographic Transition,https://www.aeaweb.org/articles?id=10.1257/000282802320189168,2002.0,96
748,,,"Caselli, Francesco Coleman II, Wilbur John",10.1257/000282802320189159,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189159,2002/05,The U.S. Technology Frontier,https://www.aeaweb.org/articles?id=10.1257/000282802320189159,2002.0,97
749,,,"Edmond, Chris",10.1257/000282802320189140,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189140,2002/05,"Self-Insurance, Social Insurance, and the Optimum Quantity of Money",https://www.aeaweb.org/articles?id=10.1257/000282802320189140,2002.0,98
750,,,"Azariadis, Costas Lambertini, Luisa",10.1257/000282802320189131,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189131,2002/05,Excess Asset Returns with Limited Enforcement,https://www.aeaweb.org/articles?id=10.1257/000282802320189131,2002.0,99
751,,,"Smith, Bruce D.",10.1257/000282802320189122,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189122,2002/05,"Monetary Policy, Banking Crises, and the Friedman Rule",https://www.aeaweb.org/articles?id=10.1257/000282802320189122,2002.0,100
752,,,"Romer, Christina D. Romer, David H.",10.1257/000282802320189113,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189113,2002/05,A Rehabilitation of Monetary Policy in the 1950's,https://www.aeaweb.org/articles?id=10.1257/000282802320189113,2002.0,101
753,,,"Orphanides, Athanasios",10.1257/000282802320189104,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189104,2002/05,Monetary-Policy Rules and the Great Inflation,https://www.aeaweb.org/articles?id=10.1257/000282802320189104,2002.0,102
754,,,"Ball, Laurence Tchaidze, Robert R.",10.1257/000282802320189096,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189096,2002/05,The Fed and the New Economy,https://www.aeaweb.org/articles?id=10.1257/000282802320189096,2002.0,103
755,,,"Obstfeld, Maurice",10.1257/000282802320189087,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189087,2002/05,"Inflation-Targeting, Exchange-Rate Pass-Through, and Volatility",https://www.aeaweb.org/articles?id=10.1257/000282802320189087,2002.0,104
756,,,"Dupor, Bill",10.1257/000282802320189078,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189078,2002/05,The Natural Rate of Q,https://www.aeaweb.org/articles?id=10.1257/000282802320189078,2002.0,105
757,,,"Cochrane, John H. Piazzesi, Monika",10.1257/000282802320189069,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189069,2002/05,The Fed and Interest Rates - A High-Frequency Identification,https://www.aeaweb.org/articles?id=10.1257/000282802320189069,2002.0,106
758,,,"Erceg, Christopher J.",10.1257/000282802320189050,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189050,2002/05,The Choice of an Inflation Target Range in a Small Open Economy,https://www.aeaweb.org/articles?id=10.1257/000282802320189050,2002.0,107
759,,,"Carlstrom, Charles T. Fuerst, Timothy S.",10.1257/000282802320189041,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189041,2002/05,Taylor Rules in a Model that Satisfies the Natural-Rate Hypothesis,https://www.aeaweb.org/articles?id=10.1257/000282802320189041,2002.0,108
760,,,"Benhabib, Jess Schmitt-Grohé, Stephanie Uribe, Martín",10.1257/000282802320189032,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189032,2002/05,Chaotic Interest-Rate Rules,https://www.aeaweb.org/articles?id=10.1257/000282802320189032,2002.0,109
761,,,"Corbae, Dean Temzelides, Ted Wright, Randall",10.1257/000282802320189023,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189023,2002/05,Matching and Money,https://www.aeaweb.org/articles?id=10.1257/000282802320189023,2002.0,110
762,,,"Kiyotaki, Nobuhiro Moore, John",10.1257/000282802320189014,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189014,2002/05,Evil Is the Root of All Money,https://www.aeaweb.org/articles?id=10.1257/000282802320189014,2002.0,111
763,,,"Kocherlakota, Narayana R.",10.1257/000282802320189005,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320189005,2002/05,Money: What's the Question and Why Should We Care About the Answer?,https://www.aeaweb.org/articles?id=10.1257/000282802320189005,2002.0,112
764,,,"Green, Edward J.",10.1257/000282802320188998,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188998,2002/05,Payment Arrangements and Inflation,https://www.aeaweb.org/articles?id=10.1257/000282802320188998,2002.0,113
765,,,"Kiyotaki, Nobuhiro Moore, John",10.1257/000282802320188989,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188989,2002/05,Balance-Sheet Contagion,https://www.aeaweb.org/articles?id=10.1257/000282802320188989,2002.0,114
766,,,"Holmstrom, Bengt Tirole, Jean",10.1257/000282802320188970,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188970,2002/05,Domestic and International Supply of Liquidity,https://www.aeaweb.org/articles?id=10.1257/000282802320188970,2002.0,115
767,,,"Diamond, Douglas W. Rajan, Raghuram G.",10.1257/000282802320188961,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188961,2002/05,Bank Bailouts and Aggregate Liquidity,https://www.aeaweb.org/articles?id=10.1257/000282802320188961,2002.0,116
768,,,"Caballero, Ricardo J. Krishnamurthy, Arvind",10.1257/000282802320188952,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188952,2002/05,A Dual Liquidity Model for Emerging Markets,https://www.aeaweb.org/articles?id=10.1257/000282802320188952,2002.0,117
769,,,"Cole, Harold L. Ohanian, Lee E.",10.1257/000282802320188943,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188943,2002/05,The U.S. and U.K. Great Depressions Through the Lens of Neoclassical Growth Theory,https://www.aeaweb.org/articles?id=10.1257/000282802320188943,2002.0,118
770,,,"Chari V. V. Kehoe, Patrick J. McGrattan, Ellen R.",10.1257/000282802320188934,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188934,2002/05,Accounting for the Great Depression,https://www.aeaweb.org/articles?id=10.1257/000282802320188934,2002.0,119
771,,,"Bergoeing, Raphael Kehoe, Patrick J. Kehoe, Timothy J. Soto, Raimundo",10.1257/000282802320188925,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188925,2002/05,Policy-Driven Productivity in Chile and Mexico in the 1980's and 1990's,https://www.aeaweb.org/articles?id=10.1257/000282802320188925,2002.0,120
772,,,"Prescott, Edward C.",10.1257/000282802320188916,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802320188916,2002/05,Prosperity and Depression,https://www.aeaweb.org/articles?id=10.1257/000282802320188916,2002.0,121
773,,,"Lucas Jr, Robert E.",10.1257/aer.92.2.viii,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.92.2.viii,2002/05,Foreword,https://www.aeaweb.org/articles?id=10.1257/aer.92.2.viii,2002.0,122
774,,,"Lucas Jr, Robert E.",10.1257/aer.92.2.vii,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.92.2.vii,2002/05,Editors' Introduction,https://www.aeaweb.org/articles?id=10.1257/aer.92.2.vii,2002.0,123
775,,,"Conway, Patrick J.",10.1257/000282802760015810,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015810,2002/03,The Case of the Missing Trade and Other Mysteries: Comment,https://www.aeaweb.org/articles?id=10.1257/000282802760015810,2002.0,124
776,,,"Estevadeordal, Antoni Taylor, Alan M.",10.1257/000282802760015801,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015801,2002/03,A Century of Missing Trade?,https://www.aeaweb.org/articles?id=10.1257/000282802760015801,2002.0,125
777,,,"Auten, Gerald E. Sieg, Holger Clotfelter, Charles T.",10.1257/000282802760015793,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015793,2002/03,"Charitable Giving, Income, and Taxes: An Analysis of Panel Data",https://www.aeaweb.org/articles?id=10.1257/000282802760015793,2002.0,126
778,,,"Keen, Michael J. Kotsogiannis, Christos",10.1257/000282802760015784,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015784,2002/03,Does Federalism Lead to Excessively High Taxes?,https://www.aeaweb.org/articles?id=10.1257/000282802760015784,2002.0,127
779,,,"Flavin, Marjorie Yamashita, Takashi",10.1257/000282802760015775,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015775,2002/03,Owner-Occupied Housing and the Composition of the Household Portfolio,https://www.aeaweb.org/articles?id=10.1257/000282802760015775,2002.0,128
780,,,"Chadwick, Laura Solon, Gary",10.1257/000282802760015766,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015766,2002/03,Intergenerational Income Mobility Among Daughters,https://www.aeaweb.org/articles?id=10.1257/000282802760015766,2002.0,129
781,,,"Behrman, Jere R. Rosenzweig, Mark R.",10.1257/000282802760015757,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015757,2002/03,Does Increasing Women's Schooling Raise the Schooling of the Next Generation?,https://www.aeaweb.org/articles?id=10.1257/000282802760015757,2002.0,130
782,,,"Gelbach, Jonah B.",10.1257/000282802760015748,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015748,2002/03,Public Schooling for Young Children and Maternal Labor Supply,https://www.aeaweb.org/articles?id=10.1257/000282802760015748,2002.0,131
783,,,"Lakdawalla, Darius Philipson, Tomas",10.1257/000282802760015739,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015739,2002/03,The Rise in Old-Age Longevity and the Market for Long-Term Care,https://www.aeaweb.org/articles?id=10.1257/000282802760015739,2002.0,132
784,,,"Buchmueller, Thomas Dinardo, John",10.1257/000282802760015720,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015720,2002/03,"Did Community Rating Induce an Adverse Selection Death Spiral? Evidence from New York, Pennsylvania, and Connecticut",https://www.aeaweb.org/articles?id=10.1257/000282802760015720,2002.0,133
785,,,"Harless, David W. Hoffer, George E.",10.1257/000282802760015711,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282802760015711,2002/03,Do Women Pay More for New Vehicles? Evidence from Transaction Price Data,https://www.aeaweb.org/articles?id=10.1257/000282802760015711,2002.0,134
