"","doi","author","title","citation","checked"
"234","10.1257/aer.91.2.486","McMillan, John","Report of the Editor: Journal of Economic Literature","0",1
"235","10.1257/aer.91.2.477","Ashenfelter, Orley","Report of the Editor: American Economic Review","2",1
"236","10.1257/aer.91.2.476","Siegfried, John J.","Report of the Finance Committee","0",1
"237","10.1257/aer.91.2.475","Siegfried, John J.","Report of the Treasurer for the Year Ending December 31, 2000",NA,1
"238","10.1257/aer.91.2.472","Siegfried, John J.","Report of the Secretary for 2000",NA,1
"239","10.1257/aer.91.2.462","Siegfried, John J.","Minutes of the Executive Committee Meetings","0",1
"240","10.1257/aer.91.2.461","Siegfried, John J.","Minutes of the Annual Meeting","0",1
"241","10.1257/aer.91.2.452","Walstad, William B. Rebeck, Ken","Assessing the Economic Understanding of U.S. High School Students","15",1
"242","10.1257/aer.91.2.446","Becker, William E. Watts, Michael","Teaching Economics at the Start of the 21st Century: Still Chalk-and-Talk","59",1
"243","10.1257/aer.91.2.440","Salemi, Michael K. Siegfried, John J. Sosin, Kim Walstad, William B. Watts, Michael","Research in Economic Education: Five New Initiatives","11",1
"244","10.1257/aer.91.2.436","Santos, Tano Scheinkman, Jose A.","Financial Intermediation without Exclusivity","1",1
"245","10.1257/aer.91.2.431","Glaeser, Edward L. Shleifer, Andrei","A Reason for Quantity Regulation","26",1
"246","10.1257/aer.91.2.426","Kaplan, Steven N. Stromberg, Per","Venture Capitals As Principals: Contracting, Screening, and Monitoring","131",1
"247","10.1257/aer.91.2.422","Diamond, Douglas W. Rajan, Raghuram G.","Banks and Liquidity","20",1
"248","10.1257/aer.91.2.418","Cagetti, Marco","Interest Elasticity in a Life-Cycle Model with Precautionary Savings","6",1
"249","10.1257/aer.91.2.413","Storesletten, Kjetil Telmer, Chris I. Yaron, Amir","How Important Are Idiosyncratic Shocks? Evidence from Labor Supply","15",1
"250","10.1257/aer.91.2.406","Gourinchas, Pierre-Olivier Parker, Jonathan A.","The Empirical Importance of Precautionary Saving","29",1
"251","10.1257/aer.91.2.400","Goldberg, Linda Tracy, Joseph","Gender Differences in the Labor-Market Effects of the Dollar","1",1
"252","10.1257/aer.91.2.396","Dominguez, Kathryn M. E. Tesar, Linda L.","A Reexamination of Exchange-Rate Exposure","44",1
"253","10.1257/aer.91.2.391","Allayannis, George Ihrig, Jane Weston, James P.","Exchange-Rate Hedging: Financial versus Operational Strategies","66",1
"254","10.1257/aer.91.2.386","Rose, Andrew K. van Wincoop, Eric","National Money as a Barrier to International Trade: The Real Case for Currency Union","217",1
"255","10.1257/aer.91.2.381","Alesina, Alberto Barro, Robert J.","Dollarization","30",1
"256","10.1257/aer.91.2.376","Broda, Christian","Coping with Terms-of-Trade Shocks: Pegs versus Floats","27",1
"257","10.1257/aer.91.2.371","Kose, M. Ayhan Yi, Kei-Mu","International Trade and Business Cycles: Is Vertical Specialization the Missing Link?","49",1
"258","10.1257/aer.91.2.367","Dominguez, Kathryn M. E. Tesar, Linda L.","Trade and Exposure","19",1
"259","10.1257/aer.91.2.363","Jones, Ronald W. Marjit, Sugata","The Role of International Fragmentation in the Development Process","18",1
"260","10.1257/aer.91.2.358","Bond, Eric W.","Commercial Policy in a ""Fragmented"" World","4",1
"261","10.1257/aer.91.2.353","Skaperdas, Stergios Syropoulos, Constantinos","Guns, Butter, and Openness: On the Relationship between Security and Trade","39",1
"262","10.1257/aer.91.2.347","Grossman, Herschel I.","The Creation of Effective Property Rights","41",1
"263","10.1257/aer.91.2.342","Hirshleifer, Jack","Appeasement: Can It Work?","7",1
"264","10.1257/aer.91.2.336","Jovanovic, Boyan Rousseau, Peter L.","Why Wait? A Century of Life before IPO","43",1
"265","10.1257/aer.91.2.328","Caselli, Francesco Coleman, Wilbur John","Cross-Country Technology Diffusion: The Case of Computers","155",1
"266","10.1257/aer.91.2.323","de la Fuente, Angel Domenech, Rafael","Schooling Data, Technological Diffusion, and the Neoclassical Model","33",1
"267","10.1257/aer.91.2.318","Fraumeni, Barbara M.","E-Commerce: Measurement and Measurement Issues","25",1
"268","10.1257/aer.91.2.313","Litan, Robert E. Rivlin, Alice M.","Projecting the Economic Impact of the Internet","52",1
"269","10.1257/aer.91.2.308","Baily, Martin Neil Lawrence, Robert Z.","Do We Have a New E-conomy?","48",1
"270","10.1257/aer.91.2.302","Hausman, Jerry A. Sidak, J. Gregory Singer, HalJ.","Cable Modems and DSL: Broadband Internet Access for Residential Customers","28",1
"271","10.1257/aer.91.2.297","Armstrong, Mark","Access Pricing, Bypass, and Universal Service","33",1
"272","10.1257/aer.91.2.292","Besen, Stanley Milgrom, Paul Mitchell, Bridger Srinagesh, Padmanabhan","Advances in Routing Technologies and Internet Peering Agreements","20",1
"273","10.1257/aer.91.2.287","Laffont, Jean-Jacques Marcus, Scott Rey, Patrick Tirole, Jean","Internet Peering","18",1
"274","10.1257/aer.91.2.281","Cutler, David M. McClellan, Mark","Productivity Change in Health Care","11",1
"275","10.1257/aer.91.2.274","Bils, Mark Klenow, Peter J.","The Acceleration of Variety Growth","33",1
"276","10.1257/aer.91.2.268","Berndt, Ernst R. Rappaport, Neal J.","Price and Quality of Desktop and Mobile Personal Computers: A Quarter-Century Historical Overview","47",1
"277","10.1257/aer.91.2.263","Taylor, John B.","The Role of the Exchange Rate in Monetary-Policy Rules","137",1
"278","10.1257/aer.91.2.258","McCallum, Bennett T.","Should Monetary Policy Respond Strongly to Output Gaps?","47",1
"279","10.1257/aer.91.2.253","Bernanke, Ben S. Gertler, Mark","Should Central Banks Respond to Movements in Asset Prices?","236",1
"280","10.1257/aer.91.2.248","Clarida, Richard Gali, Jordi Gertler, Mark","Optimal Monetary Policy in Open versus Closed Economies: An Integrated Approach","140",1
"281","10.1257/aer.91.2.243","Rogoff, Kenneth","Why Not a Global Currency?","23",1
"282","10.1257/aer.91.2.238","Dornbusch, Rudi","Fewer Monies, Better Monies","43",1
"283","10.1257/aer.91.2.232","Woodford, Michael","The Taylor Rule and Optimal Monetary Policy","143",1
"284","10.1257/aer.91.2.226","Meyer, Laurence H. Swanson, Eric T. Wieland, Volker W.","NAIRU Uncertainty and Nonlinear Policy Rules","16",1
"285","10.1257/aer.91.2.219","Alvarez, Fernando Lucas, Robert E. Weber, Warren E.","Interest Rates and Inflation","59",1
"286","10.1257/aer.91.2.206","Rajan, Raghuram G. Zingales, Luigi","The Influence of the Financial Revolution on the Nature of Firms","32",1
"287","10.1257/aer.91.2.200","Athey, Susan Roberts, John","Organizational Design: Decision Rights and Incentive Contracts","38",1
"288","10.1257/aer.91.2.195","Mullainathan, Sendhil Scharfstein, David","Do Firm Boundaries Matter?","27",1
"289","10.1257/aer.91.2.189","Baker, George Hubbard, Thomas N.","Empirical Strategies in Contract Economics: Information and the Boundary of the Firm","9",1
"290","10.1257/aer.91.2.212","Baker, George Gibbons, Robert Murphy, Kevin J.","Bringing the Market inside the Firm?","45",1
"291","10.1257/aer.91.2.184","Whinston, Michael D.","Assessing the Property Rights and Transaction-Cost Theories of Firm Scope","36",1
"292","10.1257/aer.91.2.178","Mason, Patrick L.","Annual Income and Identity Formation among Persons of Mexican Descent","6",1
"293","10.1257/aer.91.2.174","Chung, Chanjin Myers, Samuel L. Saunders, Lisa","Racial Differences in Transportation Access to Employment in Chicago and Los Angeles, 1980 and 1990","8",1
"294","10.1257/aer.91.2.169","Agesa, Jacqueline Agesa, Richard U. Hoover, Gary A.","Market Structure and Racial Earnings: Evidence from Job-Changers","1",1
"295","10.1257/aer.91.2.164","Peoples, James Talley, Wayne K.","Black-White Earnings Differentials: Privatization versus Deregulation","7",1
"296","10.1257/aer.91.2.159","Carnevale, Anthony P. Fry, Richard A. Lowell, B. Lindsay","Understanding, Speaking, Reading, Writing, and Earnings in the Immigrant Labor Market","13",1
"297","10.1257/aer.91.2.155","Bowles, Samuel Gintis, Herbert Osborne, Melissa","Incentive-Enhancing Preferences: Personality, Behavior, and Earnings","99",1
"298","10.1257/aer.91.2.150","Dunifon, Rachel Duncan, Greg J. Brooks-Gunn, Jeanne","As Ye Sweep, So Shall Ye Reap","18",1
"299","10.1257/aer.91.2.145","Heckman, James J. Rubinstein, Yona","The Importance of Noncognitive Skills: Lessons from the GED Testing Program","285",1
"300","10.1257/aer.91.2.140","Aughinbaugh, Alison","Signals of Child Achievement as Determinants of Child Support","3",1
"301","10.1257/aer.91.2.135","Powers, Elizabeth T.","New Estimates of the Impact of Child Disability on Maternal Employment","40",1
"302","10.1257/aer.91.2.130","Del Boca, Daniela Ribero, Rocio","The Effect of Child-Support Policies on Visitations and Transfers","12",1
"303","10.1257/aer.91.2.125","Argys, Laura M. Peters, H. Elizabeth","Interactions between Unmarried Fathers and Their Children: The Role of Paternity Establishment and Child-Support Policies","13",1
"304","10.1257/aer.91.2.119","Ichimura, Hidehiko Taber, Christopher","Propensity-Score Matching with Instrumental Variables","10",1
"305","10.1257/aer.91.2.112","Smith, Jeffrey A. Todd, Petra E.","Reconciling Conflicting Evidence on the Performance of Propensity-Score Matching Methods","87",1
"306","10.1257/aer.91.2.107","Heckman, James J. Vytlacil, Edward","Policy-Relevant Treatment Effects","54",1
"307","10.1257/aer.91.2.103","Manski, Charles F.","Designing Programs for Heterogeneous Populations: The Value of Covariate Information","8",1
"308","10.1257/aer.91.2.97","Card, David Lemieux, Thomas","Going to College to Avoid the Draft: The Unintended Legacy of the Vietnam War","61",1
"309","10.1257/aer.91.2.91","Dee, Thomas S. Evans, William N.","Behavior Policies and Teen Traffic Safety","19",1
"310","10.1257/aer.91.2.85","Gruber, Jonathan","Youth Smoking in the 1990's: Why Did It Rise and What Are the Long-Run Implications?","22",1
"311","10.1257/aer.91.2.79","Levitt, Steven D. Venkatesh, Sudhir Alladi","Growing Up in the Projects: The Economic Lives of a Cohort of Men Who Came of Age in Chicago Public Housing","26",1
"312","10.1257/aer.91.2.73","Henrich, Joseph Boyd, Robert Bowles, Samuel Camerer, Colin Fehr, Ernst Gintis, Herbert McElreath, Richard","In Search of Homo Economicus: Behavioral Experiments in 15 Small-Scale Societies","742",1
"313","10.1257/aer.91.2.67","Bertrand, Marianne Mullainathan, Sendhil","Do People Mean What They Say? Implications for Subjective Survey Data","382",1
"314","10.1257/aer.91.2.60","Hansen, LarsPeter Sargent, Thomas J.","Robust Control and Model Uncertainty","237",1
"315","10.1257/aer.91.2.55","Chamberlain, Gary","Minimax Estimation and Forecasting in a Stationary Autoregression Model","4",1
"316","10.1257/aer.91.2.51","Sims, Christopher A.","Pitfalls of a Minimax Approach to Model Uncertainty","33",1
"317","10.1257/aer.91.2.45","Epstein, Larry G.","Sharing Ambiguity","14",1
"318","10.1257/aer.91.2.39","Lamoreaux, Naomi R. Sokoloff, Kenneth L.","Market Trade in Patents and the Rise of a Class of Specialized Inventors in the 19th-Century United States","34",1
"319","10.1257/aer.91.2.34","Ohanian, Lee E.","Why Did Productivity Fall So Much during the Great Depression?","25",1
"320","10.1257/aer.91.2.29","Findlay, Ronald Jones, Ronald W.","Input Trade and the Location of Production","9",1
"321","10.1257/aer.91.2.24","Hanushek, Eric A.","Black-White Achievement Differences and Governmental Interventions","7",1
"322","10.1257/aer.91.2.18","Goldin, Claudia Katz, Lawrence F.","The Legacy of U.S. Educational Leadership: Notes on Distribution and Economic Growth in the 20th Century","26",1
"323","10.1257/aer.91.2.12","Barro, Robert J.","Human Capital and Growth","246",1
"324","10.1257/aer.91.2.1","Hall, Robert E.","Struggling to Understand the Stock Market","36",1
"325","10.1257/aer.91.2.i","","Front Matter","0",1
"326","10.1257/aer.91.1.342","Leuven, Edwin Oosterbeek, Hessel","Firm-Specific Human Capital as a Shared Investment: Comment","8",1
"327","10.1257/aer.91.1.335","Di Tella, Rafael MacCulloch, Robert J. Oswald, Andrew J.","Preferences over Inflation and Unemployment: Evidence from Surveys of Happiness","446",1
"328","10.1257/aer.91.1.320","DeWenter, Kathryn L. Malatesta, Paul H.","State-Owned and Privately Owned Firms: An Empirical Analysis of Profitability, Leverage, and Labor Intensity","213",1
"329","10.1257/aer.91.1.305","Maki, Dean M.","Household Debt and the Tax Reform Act of 1986","14",1
"330","10.1257/aer.91.1.295","Grubb, Farley","The Market Evaluation of Criminality: Evidence from the Auction of British Convict Labor in America, 1767-1775","6",1
"331","10.1257/aer.91.1.287","Steckel, Richard H. Prince, Joseph M.","Tallest in the World: Native Americans of the Great Plains in the Nineteenth Century","43",1
"332","10.1257/aer.91.1.272","Collins, William J.","Race, Roosevelt, and Wartime Production: Fair Employment in World War II Labor Markets","24",1
"333","10.1257/aer.91.1.260","Weitzman, Martin L.","Gamma Discounting","267",1
"334","10.1257/aer.91.1.240","Jensen, Richard Thursby, Marie","Proofs and Prototypes for Sale: The Licensing of University Inventions","390",1
"335","10.1257/aer.91.1.225","Lizzeri, Alessandro Persico, Nicola","The Provision of Public Goods under Alternative Electoral Incentives","203",1
"336","10.1257/aer.91.1.208","Jeitschko, Thomas D. Taylor, Curtis R.","Local Discouragement and Global Collapse: A Theory of Coordination Avalanches","7",1
"337","10.1257/aer.91.1.187","Blanchard, Olivier Portugal, Pedro","What Hides Behind an Unemployment Rate: Comparing Portuguese and U.S. Labor Markets","139",1
"338","10.1257/aer.91.1.167","Benhabib, Jess Schmitt-Grohe, Stephanie Uribe, Martin","Monetary Policy and Multiple Equilibria","119",1
"339","10.1257/aer.91.1.149","Boldrin, Michele Christiano, Lawrence J. Fisher, Jonas D. M.","Habit Persistence, Asset Returns, and the Business Cycle","262",1
"340","10.1257/aer.91.1.128","Abel, Andrew B.","The Effects of Investing Social Security Funds in the Stock Market When Fixed Costs Prevent Some Households from Holding Stocks","19",1
"341","10.1257/aer.91.1.99","Campbell, John Y. Viceira, LuisM.","Who Should Buy Long-Term Bonds?","135",1
"342","10.1257/aer.91.1.79","Benartzi, Shlomo Thaler, Richard H.","Naive Diversification Strategies in Defined Contribution Saving Plans","299",1
"343","10.1257/aer.91.1.54","Faccio, Mara Lang, Larry H. P. Young, Leslie","Dividends and Expropriation","378",1
"344","10.1257/aer.91.1.33","Warner, John T. Pleeter, Saul","The Personal Discount Rate: Evidence from Military Downsizing Programs","139",1
"345","10.1257/aer.91.1.1","Jorgenson, Dale W.","Information Technology and the U.S. Economy",NA,1
"346","10.1257/aer.91.1.i","","Front Matter","0",1
"347","10.1257/aer.97.4.1507","Alesina, Alberto Fuchs-Schündeln, Nicola","Goodbye Lenin (or Not?): The Effect of Communism on People's Preferences","209",1
